plane_id,flight_id,origin_country,time_position,last_contact,longitude,latitude,baro_altitude,on_ground,velocity,true_track,vertical_rate,geo_altitude,source_type,category
782329,CSN3528,China,2026-09-12 11:26:19+00:00,2026-09-12 11:26:19+00:00,113.2303,23.0527,914.4,False,95.51,342.44,0.0,1295.4,0,0
4b5c3a,ZEBRA5,Switzerland,2026-09-12 11:26:27+00:00,2026-09-12 11:26:27+00:00,8.5524,47.4594,,True,0.0,25.31,,,0,0
781002,CHH730,China,2026-09-12 11:26:15+00:00,2026-09-12 11:26:24+00:00,24.736,44.4105,11277.6,False,257.27,125.72,0.0,11750.04,0,0
440bab,AOJ77E,Austria,2026-09-12 11:26:28+00:00,2026-09-12 11:26:28+00:00,23.9862,37.968,914.4,False,96.83,37.66,9.75,1028.7,0,0
3d82fb,DFVVV,Germany,2026-09-12 11:26:24+00:00,2026-09-12 11:26:24+00:00,24.2693,44.8901,8061.96,False,152.81,123.74,-4.55,8427.72,0,0
781014,CSC8950,China,2026-09-12 11:26:28+00:00,2026-09-12 11:26:28+00:00,119.0056,37.5447,8351.52,False,189.61,264.71,5.53,8793.48,0,0
3d1b8d,DEIRL,Germany,2026-09-12 11:26:26+00:00,2026-09-12 11:26:26+00:00,9.8779,49.8403,,False,56.4,57.5,-1.4,970.0,3,0
ab1fbb,AAL592,United States,2026-09-12 11:26:28+00:00,2026-09-12 11:26:28+00:00,-78.1234,35.3092,11582.4,False,223.17,214.39,-0.33,12245.34,0,0
78233b,CSZ9126,China,2026-09-12 11:21:46+00:00,2026-09-12 11:21:56+00:00,115.951,38.3611,6309.36,False,184.43,200.41,12.03,6614.16,0,0
78100a,CCA908,China,2026-09-12 11:26:27+00:00,2026-09-12 11:26:27+00:00,-3.4483,40.674,1981.2,False,140.5,40.4,13.0,2186.94,0,0
a70f88,DAL2286,United States,2026-09-12 11:26:28+00:00,2026-09-12 11:26:28+00:00,-82.2921,35.6034,9753.6,False,223.38,216.29,0.0,10325.1,0,0
4841ad,KLM759,Kingdom of the Netherlands,2026-09-12 11:26:21+00:00,2026-09-12 11:26:27+00:00,4.7531,52.2952,-76.2,False,86.65,238.1,12.35,53.34,0,0
a6a6f6,DAL485,United States,2026-09-12 11:26:27+00:00,2026-09-12 11:26:27+00:00,-125.2671,44.2063,10668.0,False,294.21,33.66,0.0,10904.22,0,0
aaba41,RPA3630,United States,2026-09-12 11:26:28+00:00,2026-09-12 11:26:28+00:00,-74.1913,41.8722,4244.34,False,182.86,198.03,-8.13,4434.84,0,0
4601f6,FIN23P,Finland,2026-09-12 11:26:28+00:00,2026-09-12 11:26:28+00:00,24.3145,57.9428,5181.6,False,124.93,10.2,0.0,5280.66,0,0
4601f5,FIN9Y,Finland,2026-09-12 11:26:27+00:00,2026-09-12 11:26:27+00:00,25.3891,61.489,4572.0,False,144.62,185.1,0.0,4617.72,0,0
4601f4,FIN4W,Finland,2026-09-12 11:26:27+00:00,2026-09-12 11:26:27+00:00,25.0109,57.2274,4876.8,False,134.29,358.9,-0.33,4960.62,0,0
4841c5,MPH9461,Kingdom of the Netherlands,2026-09-12 11:26:28+00:00,2026-09-12 11:26:28+00:00,48.483,40.641,11277.6,False,247.64,87.74,0.0,11742.42,0,0
846d0c,ADO111,Japan,2026-09-12 11:26:27+00:00,2026-09-12 11:26:27+00:00,141.3601,41.9824,4427.22,False,169.72,35.38,-8.45,4663.44,0,0
4601f9,FIN5NB,Finland,2026-09-12 11:26:28+00:00,2026-09-12 11:26:28+00:00,26.4584,62.6407,4884.42,False,145.94,199.14,0.0,4907.28,0,0
4601f8,FIN26B,Finland,2026-09-12 11:25:39+00:00,2026-09-12 11:25:46+00:00,24.96,60.3186,,True,0.0,354.38,,,0,0
4601f7,FIN2KK,Finland,2026-09-12 11:26:27+00:00,2026-09-12 11:26:28+00:00,25.3329,61.7548,5189.22,False,135.93,182.39,0.33,5227.32,0,0
a393ff,CXK580,United States,2026-09-12 11:26:28+00:00,2026-09-12 11:26:28+00:00,-81.8814,30.177,899.16,False,50.73,120.47,-0.33,944.88,0,0
4854cb,TRA97T,Kingdom of the Netherlands,2026-09-12 11:26:27+00:00,2026-09-12 11:26:27+00:00,4.5848,50.9132,205.74,False,71.11,250.12,-4.23,350.52,0,0
4854ca,TRA264K,Kingdom of the Netherlands,2026-09-12 11:26:27+00:00,2026-09-12 11:26:27+00:00,-1.9452,46.2866,11582.4,False,232.84,37.1,0.0,12222.48,0,0
4854cf,TRA56J,Kingdom of the Netherlands,2026-09-12 11:26:28+00:00,2026-09-12 11:26:28+00:00,-0.0177,46.6468,11582.4,False,217.85,22.93,0.0,12214.86,0,0
440a8c,TAY534,Austria,2026-09-12 11:26:27+00:00,2026-09-12 11:26:28+00:00,50.0072,23.2147,11277.6,False,251.7,99.17,0.0,12016.74,0,0
440a8d,TAY401,Austria,2026-09-12 11:26:27+00:00,2026-09-12 11:26:27+00:00,9.8386,46.5876,9448.8,False,265.99,133.67,0.33,9822.18,0,0
4854cd,TRA6872,Kingdom of the Netherlands,2026-09-12 11:26:28+00:00,2026-09-12 11:26:28+00:00,13.2932,48.0937,11582.4,False,212.49,319.91,0.33,11955.78,0,0
49c4c0,OKFUD77,Czech Republic,2026-09-12 11:26:27+00:00,2026-09-12 11:26:28+00:00,16.3529,49.0975,662.94,False,50.11,199.18,,762.0,0,0
4601fb,FIN1KH,Finland,2026-09-12 11:26:27+00:00,2026-09-12 11:26:27+00:00,24.4668,61.5409,5791.2,False,146.7,150.83,-0.33,5852.16,0,0
a919cd,DAL9965,United States,2026-09-12 11:26:27+00:00,2026-09-12 11:26:27+00:00,-84.12,33.6521,1501.14,False,110.67,256.29,0.33,1554.48,0,0
a6a6fe,DAL201,United States,2026-09-12 11:26:27+00:00,2026-09-12 11:26:27+00:00,-81.634,32.9913,10972.8,False,251.67,288.84,0.0,11620.5,0,0
a68c82,SCX3061,United States,2026-09-12 11:26:27+00:00,2026-09-12 11:26:27+00:00,-83.4464,33.6588,12192.0,False,239.77,350.74,0.0,12877.8,0,0
42594b,SQUID20,United Kingdom,2026-09-12 11:26:19+00:00,2026-09-12 11:26:19+00:00,-0.4459,51.4632,,True,14.92,267.19,,,0,0
4867eb,TRA93E,Kingdom of the Netherlands,2026-09-12 11:26:27+00:00,2026-09-12 11:26:27+00:00,5.314,51.5146,7216.14,False,225.56,159.99,10.4,7604.76,0,0
4867ec,TRA96K,Kingdom of the Netherlands,2026-09-12 11:26:28+00:00,2026-09-12 11:26:28+00:00,22.2313,41.5903,10370.82,False,225.19,311.67,0.0,10873.74,0,0
4bab2c,THY273,Turkey,2026-09-12 11:23:44+00:00,2026-09-12 11:26:27+00:00,29.0815,43.7837,9144.0,False,235.83,318.63,-0.33,9601.2,0,0
4841a9,TRA11L,Kingdom of the Netherlands,2026-09-12 11:26:27+00:00,2026-09-12 11:26:27+00:00,2.6363,46.2553,11277.6,False,259.86,178.75,0.0,11871.96,0,0
425957,SQUID32,United Kingdom,2026-09-12 11:23:50+00:00,2026-09-12 11:23:50+00:00,-0.4388,51.4623,,True,4.63,320.62,,,0,0
400610,BAW29G,United Kingdom,2026-09-12 11:26:25+00:00,2026-09-12 11:26:27+00:00,-71.0142,42.3538,,True,0.0,199.69,,,0,1
4bab47,THY1BC,Turkey,2026-09-12 11:23:34+00:00,2026-09-12 11:23:34+00:00,28.7121,41.2698,,True,10.29,180.0,,,0,4
4841a5,TRA19P,Kingdom of the Netherlands,2026-09-12 11:26:27+00:00,2026-09-12 11:26:27+00:00,2.9539,49.5199,10058.4,False,235.68,208.13,0.0,10591.8,0,0
e49866,AZU2640,Brazil,2026-09-12 11:26:27+00:00,2026-09-12 11:26:28+00:00,-47.9254,-8.317,11285.22,False,233.25,177.6,0.0,12024.36,0,0
3e0551,DHTFD,Germany,2026-09-12 11:26:28+00:00,2026-09-12 11:26:28+00:00,8.5168,49.4469,198.12,False,41.87,5.64,-2.28,335.28,0,0
4841a6,KLM64A,Kingdom of the Netherlands,2026-09-12 11:26:28+00:00,2026-09-12 11:26:28+00:00,5.4494,52.5193,2796.54,False,138.34,276.83,-4.88,2979.42,0,0
7cac31,RSCU651,Australia,2026-09-12 11:26:27+00:00,2026-09-12 11:26:27+00:00,116.9357,-31.8558,1463.04,False,77.88,74.68,0.0,1508.76,0,0
84bd16,SFJ16,Japan,2026-09-12 11:26:28+00:00,2026-09-12 11:26:28+00:00,132.4469,33.8408,7437.12,False,216.76,73.03,7.48,8001.0,0,0
4854c7,TRA10G,Kingdom of the Netherlands,2026-09-12 11:26:27+00:00,2026-09-12 11:26:28+00:00,4.1862,51.144,7056.12,False,205.68,206.44,9.43,7429.5,0,0
4ca8fc,NOS787,Ireland,2026-09-12 11:26:28+00:00,2026-09-12 11:26:28+00:00,2.2935,48.5396,10363.2,False,238.15,286.44,0.33,10927.08,0,0
a1b82a,N21LG,United States,2026-09-12 11:26:27+00:00,2026-09-12 11:26:27+00:00,-96.9099,33.5832,5775.96,False,195.38,18.1,0.0,6096.0,0,0
a6dc08,JIA5270,United States,2026-09-12 11:26:28+00:00,2026-09-12 11:26:28+00:00,-81.4429,32.9422,7620.0,False,236.28,26.79,0.65,8069.58,0,0
aaba81,SCX3027,United States,2026-09-12 11:26:27+00:00,2026-09-12 11:26:27+00:00,-90.5501,38.735,2065.02,False,139.0,235.25,15.93,2103.12,0,0
490d0d,NJE252L,Portugal,2026-09-12 11:26:27+00:00,2026-09-12 11:26:27+00:00,3.7474,48.2382,4792.98,False,185.33,331.3,-11.05,5090.16,0,0
490d0a,NJE206U,Portugal,2026-09-12 11:26:27+00:00,2026-09-12 11:26:27+00:00,-2.2157,53.1183,8839.2,False,207.38,193.48,-0.33,9243.06,0,0
490d0b,NJE039A,Portugal,2026-09-12 11:26:28+00:00,2026-09-12 11:26:28+00:00,7.5254,43.2666,1318.26,False,142.02,271.25,-7.8,1470.66,0,0
a523c6,GTI8602,United States,2026-09-12 11:26:21+00:00,2026-09-12 11:26:21+00:00,-168.9802,60.1367,10972.8,False,204.42,249.83,0.0,11003.28,0,0
c8280d,PLC1,New Zealand,2026-09-12 11:25:25+00:00,2026-09-12 11:25:25+00:00,174.9435,-37.081,434.34,False,29.68,205.68,0.0,487.68,0,0
490d09,NJE481W,Portugal,2026-09-12 11:26:27+00:00,2026-09-12 11:26:27+00:00,10.369,43.8526,3329.94,False,135.65,336.06,19.18,3535.68,0,0
490d07,NJE373R,Portugal,2026-09-12 11:21:25+00:00,2026-09-12 11:21:25+00:00,7.2064,43.6576,,True,7.2,225.0,,,0,3
c08866,POE603,Canada,2026-09-12 11:26:00+00:00,2026-09-12 11:26:09+00:00,-79.6226,43.6833,,True,0.0,222.19,,,0,0
7585dd,PAL432,Philippines,2026-09-12 11:26:28+00:00,2026-09-12 11:26:28+00:00,140.6975,35.1481,3200.4,False,162.37,5.82,-7.48,3489.96,0,0
acb1e5,AAL655,United States,2026-09-12 11:26:27+00:00,2026-09-12 11:26:27+00:00,-80.5124,32.045,10363.2,False,238.49,198.75,0.0,11003.28,0,1
c08862,POE296,Canada,2026-09-12 11:22:18+00:00,2026-09-12 11:22:30+00:00,-75.5684,45.3596,457.2,False,68.93,237.5,-3.9,464.82,0,0
490d02,NJU228Q,Portugal,2026-09-12 11:26:28+00:00,2026-09-12 11:26:28+00:00,-1.5852,53.0737,9753.6,False,220.04,329.36,0.0,10180.32,0,0
c8281c,ANZ289,New Zealand,2026-09-12 11:25:17+00:00,2026-09-12 11:25:17+00:00,173.3835,-33.8629,10325.1,False,252.66,346.22,3.58,9860.28,0,0
7585e8,CEB629,Philippines,2026-09-12 11:26:28+00:00,2026-09-12 11:26:28+00:00,121.0056,14.5222,106.68,False,74.94,315.0,13.0,137.16,0,0
3cd850,LUA962U,Germany,2026-09-12 11:26:27+00:00,2026-09-12 11:26:28+00:00,-6.5183,43.0058,12496.8,False,218.93,203.25,0.0,13205.46,0,0
4867c0,KLM60A,Kingdom of the Netherlands,2026-09-12 11:26:27+00:00,2026-09-12 11:26:27+00:00,22.7737,59.7843,8602.98,False,225.82,241.57,6.5,8763.0,0,0
4867c4,KLM74L,Kingdom of the Netherlands,2026-09-12 11:26:28+00:00,2026-09-12 11:26:28+00:00,-8.0766,39.6265,7155.18,False,225.55,44.45,7.15,7703.82,0,0
4867c2,KLM32P,Kingdom of the Netherlands,2026-09-12 11:26:28+00:00,2026-09-12 11:26:28+00:00,-1.9233,53.4305,4625.34,False,207.41,91.71,16.26,4869.18,0,0
a82f39,N6262V,United States,2026-09-12 11:26:27+00:00,2026-09-12 11:26:27+00:00,-81.4728,31.1399,853.44,False,55.49,280.68,5.2,899.16,0,0
c08853,POE153,Canada,2026-09-12 11:26:28+00:00,2026-09-12 11:26:28+00:00,-77.6411,44.2709,8229.6,False,251.81,52.05,0.33,8572.5,0,0
3cd834,JEI363,Germany,2026-09-12 11:26:26+00:00,2026-09-12 11:26:26+00:00,20.7224,45.9998,5471.16,False,175.6,295.14,10.4,5699.76,0,0
7608eb,PIA701,Pakistan,2026-09-12 10:58:28+00:00,2026-09-12 11:26:23+00:00,42.5632,40.8973,10957.56,False,262.79,273.25,0.0,11468.1,0,0
440a5e,OEXUE,Austria,2026-09-12 11:26:27+00:00,2026-09-12 11:26:27+00:00,12.9175,47.4647,2316.48,False,58.76,273.51,-1.63,2499.36,0,0
abda7d,FDX5022,United States,2026-09-12 11:26:28+00:00,2026-09-12 11:26:28+00:00,-7.9592,50.2405,10668.0,False,263.43,101.38,0.0,11193.78,0,0
4867b0,TRA13B,Kingdom of the Netherlands,2026-09-12 11:26:28+00:00,2026-09-12 11:26:28+00:00,7.0159,52.2041,7780.02,False,178.78,295.75,-2.28,8161.02,0,0
c08859,POE615,Canada,2026-09-12 11:26:27+00:00,2026-09-12 11:26:27+00:00,-79.6155,43.6704,,True,8.75,222.19,,,0,0
758767,CEB389,Philippines,2026-09-12 11:25:44+00:00,2026-09-12 11:25:44+00:00,121.0142,14.5152,,True,5.92,135.0,,,0,0
0accd9,NSE8752,Colombia,2026-09-12 11:22:04+00:00,2026-09-12 11:22:04+00:00,-73.3583,4.8473,5181.6,False,130.17,90.91,0.0,5486.4,0,0
75874b,CEB586,Philippines,2026-09-12 11:26:28+00:00,2026-09-12 11:26:28+00:00,121.0673,14.5351,281.94,False,71.02,239.53,-3.25,342.9,0,0
a57eb0,EJA453,United States,2026-09-12 11:26:27+00:00,2026-09-12 11:26:27+00:00,-82.1759,28.9634,12192.0,False,224.19,340.98,0.0,12908.28,0,0
a07bef,RPA4413,United States,2026-09-12 11:26:28+00:00,2026-09-12 11:26:28+00:00,-86.0509,39.0038,7010.4,False,220.55,10.89,0.33,7353.3,0,0
758774,CEB014,Philippines,2026-09-12 11:26:27+00:00,2026-09-12 11:26:27+00:00,91.5277,15.6726,10972.8,False,246.56,256.49,0.0,11666.22,0,0
70c13d,OMS284,Oman,2026-09-12 11:26:00+00:00,2026-09-12 11:26:15+00:00,56.6526,23.1064,9197.34,False,248.58,71.42,-14.96,9806.94,0,0
758769,CEB628,Philippines,2026-09-12 11:26:27+00:00,2026-09-12 11:26:27+00:00,121.012,14.5061,,True,4.63,59.06,,,0,0
aa490a,AVA149,United States,2026-09-12 11:26:27+00:00,2026-09-12 11:26:28+00:00,-79.6972,36.3248,11582.4,False,226.33,219.19,0.0,12245.34,0,0
3c0d0c,TUI6DT,Germany,2026-09-12 11:26:27+00:00,2026-09-12 11:26:27+00:00,20.5202,44.5965,10965.18,False,236.4,320.39,0.0,11384.28,0,0
702f12,MATM,Bangladesh,,2026-09-12 11:26:28+00:00,,,,False,6.43,323.44,,,0,0
c060bd,POE150,Canada,2026-09-12 11:26:27+00:00,2026-09-12 11:26:27+00:00,-77.0305,45.013,7924.8,False,214.74,246.57,0.0,8252.46,0,0
abed10,FDX6404,United States,2026-09-12 11:26:27+00:00,2026-09-12 11:26:28+00:00,141.0281,35.0997,9418.32,False,250.6,176.12,11.38,10134.6,0,0
c060ba,POE511,Canada,2026-09-12 11:26:28+00:00,2026-09-12 11:26:28+00:00,-76.0589,44.1197,8671.56,False,218.44,186.36,5.2,9052.56,0,0
3d9588,DGCWM,Germany,2026-09-12 11:26:27+00:00,2026-09-12 11:26:27+00:00,8.0012,52.3493,594.36,False,67.38,187.02,1.3,731.52,0,0
70c10e,OMS227,Oman,2026-09-12 11:26:27+00:00,2026-09-12 11:26:27+00:00,54.6603,24.7269,10980.42,False,234.65,298.98,0.0,11719.56,0,0
70c106,OMA831,Oman,2026-09-12 11:26:27+00:00,2026-09-12 11:26:27+00:00,97.5243,9.7048,9608.82,False,225.9,145.3,-4.88,,0,0
70c107,OMA683,Oman,2026-09-12 11:26:27+00:00,2026-09-12 11:26:27+00:00,50.1262,22.6618,9144.0,False,239.92,281.5,0.0,9768.84,0,0
70c108,OMA246,Oman,2026-09-12 11:23:19+00:00,2026-09-12 11:24:00+00:00,73.5182,28.4466,10972.8,False,236.27,272.0,0.0,11734.8,0,0
c073db,WJA65,Canada,2026-09-12 11:26:20+00:00,2026-09-12 11:26:20+00:00,-11.8328,56.1254,10363.2,False,198.3,267.17,0.0,10607.04,0,0
a32bcb,EDV4957,United States,2026-09-12 11:26:27+00:00,2026-09-12 11:26:27+00:00,-80.2042,37.1011,10363.2,False,219.16,227.28,-0.65,10957.56,0,0
a9f3ad,ENY3651,United States,2026-09-12 11:26:27+00:00,2026-09-12 11:26:27+00:00,-87.7441,41.8842,1691.64,False,148.67,90.0,-10.08,1714.5,0,0
a2b223,FDX1429,United States,2026-09-12 11:26:27+00:00,2026-09-12 11:26:27+00:00,-112.1446,37.8555,9144.0,False,232.52,282.65,-0.33,9685.02,0,0
c060c7,POE589,Canada,2026-09-12 11:26:28+00:00,2026-09-12 11:26:28+00:00,-75.9892,44.6392,6195.06,False,200.24,184.57,8.78,6446.52,0,0
c060c0,POE347,Canada,2026-09-12 11:26:28+00:00,2026-09-12 11:26:28+00:00,-81.2083,44.2668,10157.46,False,223.78,323.13,6.5,10576.56,0,0
48b88c,SPOEM,Poland,2026-09-12 11:26:27+00:00,2026-09-12 11:26:27+00:00,20.3188,52.777,754.38,False,42.3,346.64,2.28,876.3,0,0
4baaae,TCJUN,Turkey,2026-09-12 11:26:27+00:00,2026-09-12 11:26:27+00:00,116.5637,40.8183,8107.68,False,224.73,354.75,7.8,8397.24,0,0
7822b9,,China,2026-09-12 11:26:13+00:00,2026-09-12 11:26:19+00:00,119.0244,41.8331,9799.32,False,202.19,232.55,0.0,10096.5,0,0
7822c6,CES723,China,2026-09-12 11:26:28+00:00,2026-09-12 11:26:28+00:00,121.178,26.9273,11003.28,False,235.26,208.47,0.0,11811.0,0,0
a38213,N325ND,United States,2026-09-12 11:26:28+00:00,2026-09-12 11:26:28+00:00,-94.618,38.9452,1104.9,False,75.69,313.35,-5.2,1112.52,0,0
a39544,,United States,,2026-09-12 11:26:28+00:00,,,,False,71.71,227.04,9.75,,0,0
a38211,DAL1322,United States,2026-09-12 11:26:28+00:00,2026-09-12 11:26:28+00:00,-75.1802,40.1702,8420.1,False,214.78,262.57,7.48,8862.06,0,0
846d80,FDA9979,Japan,2026-09-12 11:23:56+00:00,2026-09-12 11:24:40+00:00,132.8777,34.436,388.62,False,63.28,90.0,-0.33,502.92,0,0
70c125,OMA104,Oman,2026-09-12 11:26:27+00:00,2026-09-12 11:26:27+00:00,37.2159,34.2794,11879.58,False,272.62,148.74,0.0,12557.76,0,0
3cc57d,AMB421,Germany,2026-09-12 11:26:27+00:00,2026-09-12 11:26:27+00:00,-2.2818,53.3535,,True,5.66,19.69,,,0,0
70c126,OMS337,Oman,2026-09-12 11:26:28+00:00,2026-09-12 11:26:28+00:00,50.4593,26.7099,10363.2,False,227.19,285.77,0.0,11064.24,0,0
70c122,OMA117,Oman,2026-09-12 11:22:49+00:00,2026-09-12 11:23:16+00:00,48.7313,27.3527,10965.18,False,253.78,299.11,0.0,11704.32,0,0
a27567,MXY1755,United States,2026-09-12 11:26:27+00:00,2026-09-12 11:26:27+00:00,-77.9036,35.6364,11582.4,False,220.32,217.89,0.0,12252.96,0,0
70c11c,OMA663,Oman,2026-09-12 11:26:26+00:00,2026-09-12 11:26:26+00:00,53.898,24.5277,8534.4,False,241.84,285.04,0.0,9105.9,0,0
486897,KLM38E,Kingdom of the Netherlands,2026-09-12 11:26:27+00:00,2026-09-12 11:26:28+00:00,6.9388,43.6782,3771.9,False,207.09,332.48,12.03,4038.6,0,0
7c1476,QFA770,Australia,2026-09-12 11:26:28+00:00,2026-09-12 11:26:28+00:00,139.6264,-37.61,12192.0,False,269.8,99.0,0.0,12451.08,0,0
7c1470,QFA041,Australia,2026-09-12 11:26:27+00:00,2026-09-12 11:26:27+00:00,106.7211,-5.9881,2583.18,False,151.22,248.23,-10.73,2766.06,0,6
7c1472,QFA15,Australia,2026-09-12 11:26:27+00:00,2026-09-12 11:26:27+00:00,153.191,-27.6644,1973.58,False,162.19,125.71,5.2,2164.08,0,0
ac6227,SWA3932,United States,2026-09-12 11:26:28+00:00,2026-09-12 11:26:28+00:00,-87.6259,28.8531,9753.6,False,249.84,294.19,0.0,10363.2,0,0
781161,CCA720,China,2026-09-12 11:26:27+00:00,2026-09-12 11:26:28+00:00,18.9805,49.2192,9204.96,False,259.29,359.43,3.58,9425.94,0,0
7c146e,QFA97,Australia,2026-09-12 11:26:16+00:00,2026-09-12 11:26:27+00:00,122.6551,11.746,12207.24,False,245.13,326.21,-1.3,13014.96,0,6
ac0bde,SWA3311,United States,2026-09-12 11:26:27+00:00,2026-09-12 11:26:27+00:00,-84.1765,40.8571,12192.0,False,205.01,279.53,4.55,12748.26,0,0
78115b,CCA964,China,2026-09-12 11:26:28+00:00,2026-09-12 11:26:28+00:00,4.4584,50.8359,1028.7,False,115.26,116.79,3.9,1188.72,0,0
ac7566,SWA3659,United States,2026-09-12 11:26:27+00:00,2026-09-12 11:26:27+00:00,-82.7384,28.9236,9585.96,False,248.22,4.52,6.83,10195.56,0,0
c060b4,PTR2630,Canada,2026-09-12 11:26:27+00:00,2026-09-12 11:26:27+00:00,-79.745,44.7941,6309.36,False,189.97,120.25,-10.4,6583.68,0,0
c060b3,PTR2486,Canada,2026-09-12 11:26:27+00:00,2026-09-12 11:26:27+00:00,-78.3655,43.7136,4053.84,False,153.84,265.2,-7.48,4198.62,0,0
3d1a50,DEIFG,Germany,2026-09-12 11:26:28+00:00,2026-09-12 11:26:28+00:00,7.9451,53.1232,914.4,False,60.36,325.77,,1005.84,0,0
a4189f,DAL2869,United States,2026-09-12 11:22:30+00:00,2026-09-12 11:22:30+00:00,-83.3576,42.2007,,True,11.32,267.19,,,0,0
78116d,CDG2208,China,2026-09-12 11:22:55+00:00,2026-09-12 11:25:52+00:00,116.4967,37.9788,6789.42,False,165.78,324.09,-5.53,7056.12,0,0
a44be5,UPS974,United States,2026-09-12 11:26:27+00:00,2026-09-12 11:26:27+00:00,-106.299,43.978,10363.2,False,207.69,282.59,0.0,10698.48,0,0
78116a,HBH3233,China,2026-09-12 11:26:27+00:00,2026-09-12 11:26:27+00:00,116.8049,37.8142,6339.84,False,202.32,163.45,10.4,6370.32,0,0
77044e,ALK195,Sri Lanka,2026-09-12 11:26:27+00:00,2026-09-12 11:26:27+00:00,77.2071,26.3056,10972.8,False,239.51,357.17,0.0,11742.42,0,0
4ca97b,RUK6701,Ireland,2026-09-12 11:26:27+00:00,2026-09-12 11:26:27+00:00,-7.7879,43.3311,10972.8,False,238.55,22.31,0.0,11681.46,0,0
4ca97c,RYR2BB,Ireland,2026-09-12 11:26:28+00:00,2026-09-12 11:26:28+00:00,2.0844,50.6557,11277.6,False,255.42,136.14,0.0,11826.24,0,0
abebe0,SWA204,United States,2026-09-12 11:26:27+00:00,2026-09-12 11:26:27+00:00,-84.7535,33.6051,3276.6,False,152.12,256.9,13.33,3413.76,0,0
a7c878,JIA5088,United States,2026-09-12 11:25:18+00:00,2026-09-12 11:25:18+00:00,-75.2533,39.8654,,True,19.03,64.69,,,0,0
896f9c,TEST1234,United Arab Emirates,,2026-09-12 11:26:28+00:00,,,,False,,320.62,,,0,0
aa7bae,GLG7395,United States,2026-09-12 11:26:27+00:00,2026-09-12 11:26:27+00:00,-78.5071,25.7456,10972.8,False,240.41,196.53,0.0,11658.6,0,0
846bb6,ANA649,Japan,2026-09-12 11:22:38+00:00,2026-09-12 11:22:40+00:00,130.6286,32.7587,982.98,False,107.13,92.75,0.0,1120.14,0,0
7c6ded,QFA045,Australia,2026-09-12 11:26:26+00:00,2026-09-12 11:26:27+00:00,126.1535,-17.0795,11277.6,False,234.31,313.93,0.0,12031.98,0,0
ac756c,AAL525,United States,2026-09-12 11:26:27+00:00,2026-09-12 11:26:27+00:00,-81.3097,29.2542,11894.82,False,233.45,345.84,0.0,12595.86,0,0
a7650b,DAL393,United States,2026-09-12 11:26:28+00:00,2026-09-12 11:26:28+00:00,-85.6773,38.2291,7749.54,False,214.39,258.93,4.23,8153.4,0,0
a20d0e,RPA5793,United States,2026-09-12 11:26:27+00:00,2026-09-12 11:26:27+00:00,-71.9071,41.5821,5478.78,False,205.48,68.25,-5.2,5730.24,0,0
702f1b,MOPS,Bangladesh,,2026-09-12 11:26:27+00:00,,,,False,6.43,320.62,,,0,0
ac6266,SWA2503,United States,2026-09-12 11:26:28+00:00,2026-09-12 11:26:28+00:00,-95.6903,36.3552,11582.4,False,238.12,206.57,0.0,12222.48,0,0
acb244,N917SH,United States,2026-09-12 11:26:27+00:00,2026-09-12 11:26:27+00:00,-99.7427,43.8601,7620.0,False,171.29,96.21,-0.33,7886.7,0,0
a8981e,VTE7653,United States,2026-09-12 11:23:15+00:00,2026-09-12 11:23:15+00:00,-85.1474,45.0189,3878.58,False,161.89,45.64,-6.83,3970.02,0,0
ade548,DAL1666,United States,2026-09-12 11:26:27+00:00,2026-09-12 11:26:28+00:00,-89.9735,34.8415,1569.72,False,141.45,184.8,11.7,1630.68,0,1
a6452a,CSI503,United States,2026-09-12 11:26:27+00:00,2026-09-12 11:26:27+00:00,-99.5733,32.4392,7620.0,False,134.27,73.3,0.0,8054.34,0,0
48683f,TRA35A,Kingdom of the Netherlands,2026-09-12 11:26:27+00:00,2026-09-12 11:26:27+00:00,0.8152,48.6594,10965.18,False,234.28,38.58,0.0,11567.16,0,0
c827a6,ANZ256,New Zealand,2026-09-12 11:26:28+00:00,2026-09-12 11:26:28+00:00,174.7704,-41.4543,792.48,False,97.23,58.41,-5.2,769.62,0,0
4d4039,3AMPJ,Monaco,2026-09-12 11:24:44+00:00,2026-09-12 11:24:44+00:00,7.4207,43.7262,-60.96,False,0.0,0.0,0.0,60.96,0,0
a6eed5,GJS4588,United States,2026-09-12 11:24:51+00:00,2026-09-12 11:24:51+00:00,-74.1718,40.6815,-38.1,False,62.81,25.73,-3.25,7.62,0,0
a7c849,EDV5356,United States,2026-09-12 11:26:27+00:00,2026-09-12 11:26:27+00:00,-75.963,37.279,3642.36,False,184.55,25.42,9.43,3817.62,0,0
78119b,CES2416,China,2026-09-12 11:25:39+00:00,2026-09-12 11:25:39+00:00,115.4775,38.9351,5798.82,False,180.52,245.77,8.13,5280.66,0,0
a5255d,CXK282,United States,2026-09-12 11:26:28+00:00,2026-09-12 11:26:28+00:00,-72.8526,40.7895,563.88,False,47.12,169.3,0.0,594.36,0,0
733490,,Islamic Republic of Iran,,2026-09-12 11:26:25+00:00,,,2186.94,False,146.49,159.66,13.33,2209.8,0,0
75876b,CEB2269,Philippines,2026-09-12 11:26:27+00:00,2026-09-12 11:26:27+00:00,121.0126,13.2149,8801.1,False,241.37,156.11,6.83,9441.18,0,0
