plane_id,flight_id,origin_country,time_position,last_contact,longitude,latitude,baro_altitude,on_ground,velocity,true_track,vertical_rate,geo_altitude,source_type,category
39de4f,TVF95DU,France,2026-09-12 11:26:27+00:00,2026-09-12 11:26:27+00:00,-3.2193,40.9777,5867.4,False,181.5,9.46,11.38,6301.74,0,0
39de4e,TVF10HW,France,2026-09-12 11:26:27+00:00,2026-09-12 11:26:27+00:00,25.0895,36.5625,11887.2,False,256.7,111.27,0.0,12565.38,0,0
80162c,AXB864,India,2026-09-12 11:26:27+00:00,2026-09-12 11:26:27+00:00,54.0766,25.8006,11887.2,False,243.92,107.17,0.0,12679.68,0,0
e8027e,LPE2423,Chile,2026-09-12 11:26:27+00:00,2026-09-12 11:26:27+00:00,-54.5804,-26.7547,10972.8,False,175.05,310.95,0.0,11452.86,0,0
e8027d,LPE2352,Chile,2026-09-12 11:26:27+00:00,2026-09-12 11:26:27+00:00,-76.8829,-11.9881,3840.48,False,181.15,331.69,10.73,4084.32,0,0
39de4b,TVF83EJ,France,2026-09-12 11:26:27+00:00,2026-09-12 11:26:27+00:00,21.8695,41.8364,10347.96,False,224.94,311.2,-0.33,10843.26,0,0
39de4d,TVF21CH,France,2026-09-12 11:26:28+00:00,2026-09-12 11:26:28+00:00,4.1623,48.3896,9433.56,False,231.07,97.81,5.53,9959.34,0,0
aa9321,UAL96,United States,2026-09-12 11:25:57+00:00,2026-09-12 11:25:57+00:00,-157.564,21.4564,10363.2,False,258.71,250.48,0.0,11041.38,0,0
39de4c,TVF12ZW,France,2026-09-12 11:26:28+00:00,2026-09-12 11:26:28+00:00,26.1457,41.8941,9364.98,False,222.54,117.99,-5.2,9837.42,0,0
39de57,TVF99KS,France,2026-09-12 11:26:27+00:00,2026-09-12 11:26:27+00:00,5.8779,46.0444,11887.2,False,248.12,135.84,0.0,12428.22,0,0
3ffc0f,DMMKG,Germany,2026-09-12 11:26:28+00:00,2026-09-12 11:26:28+00:00,12.8143,48.4288,2796.54,False,90.17,176.73,0.0,2971.8,0,0
39de59,TVF213M,France,2026-09-12 11:26:21+00:00,2026-09-12 11:26:28+00:00,15.7066,43.2557,11582.4,False,220.99,320.19,0.0,12009.12,0,0
801640,AIC2388,India,2026-09-12 11:26:27+00:00,2026-09-12 11:26:27+00:00,97.018,15.5762,10660.38,False,230.32,112.04,0.33,11338.56,0,0
ab6fdd,AAL1020,United States,2026-09-12 11:26:27+00:00,2026-09-12 11:26:27+00:00,-83.7635,34.5127,11277.6,False,229.51,178.59,0.0,11940.54,0,1
a3feee,N357BG,United States,2026-09-12 11:26:27+00:00,2026-09-12 11:26:27+00:00,-83.6084,41.557,1226.82,False,56.53,13.15,-0.65,1219.2,0,0
c07d20,JZA7952,Canada,2026-09-12 11:26:27+00:00,2026-09-12 11:26:27+00:00,-75.0806,44.9489,7010.4,False,197.75,68.64,0.0,7322.82,0,0
3ffc0b,DMYIS,Germany,2026-09-12 11:23:39+00:00,2026-09-12 11:23:39+00:00,9.7033,52.4671,30.48,False,30.12,262.15,-3.25,160.02,0,0
3ffc20,DMDMP,Germany,2026-09-12 11:25:21+00:00,2026-09-12 11:25:26+00:00,12.3019,48.4394,563.88,False,38.73,129.61,,,0,0
80162e,,India,2026-09-12 11:23:58+00:00,2026-09-12 11:24:12+00:00,71.0982,22.6062,1981.2,False,98.82,14.47,-1.3,1996.44,0,0
39de54,TVF33VV,France,2026-09-12 11:26:28+00:00,2026-09-12 11:26:28+00:00,7.9451,45.7575,10957.56,False,213.26,305.38,0.0,11452.86,0,0
801647,IGO256E,India,2026-09-12 11:26:27+00:00,2026-09-12 11:26:27+00:00,89.1731,26.5395,11574.78,False,234.47,281.26,0.0,12367.26,0,0
acdfa6,AAL1618,United States,2026-09-12 11:26:27+00:00,2026-09-12 11:26:27+00:00,-88.6974,35.5576,11277.6,False,252.87,67.77,0.0,11879.58,0,0
4044d1,GURMS,United Kingdom,2026-09-12 11:21:41+00:00,2026-09-12 11:21:41+00:00,-1.1194,37.8928,883.92,False,43.63,322.18,-0.98,1021.08,0,0
801657,AIC8YF,India,2026-09-12 11:26:28+00:00,2026-09-12 11:26:28+00:00,81.9828,26.4695,9159.24,False,213.21,286.69,0.33,9761.22,0,0
a3b88e,AAL994,United States,2026-09-12 11:26:27+00:00,2026-09-12 11:26:27+00:00,-95.2788,33.7659,9547.86,False,242.96,249.03,-18.86,10142.22,0,0
80163f,AIC6CC,India,2026-09-12 11:26:24+00:00,2026-09-12 11:26:26+00:00,73.6211,23.0691,10668.0,False,233.12,31.83,0.33,11384.28,0,0
3ffc06,DMSJW,Germany,2026-09-12 11:26:26+00:00,2026-09-12 11:26:27+00:00,12.751,48.3699,838.2,False,35.59,4.14,-4.55,982.98,0,0
aa9300,UAL983,United States,2026-09-12 11:26:27+00:00,2026-09-12 11:26:27+00:00,6.2273,50.0079,10363.2,False,233.37,306.21,0.0,10866.12,0,1
ad562a,TAI569,United States,2026-09-12 11:26:28+00:00,2026-09-12 11:26:28+00:00,-74.2521,39.1043,8138.16,False,227.22,209.87,4.23,8602.98,0,0
801623,AXB2945,India,2026-09-12 11:26:28+00:00,2026-09-12 11:26:28+00:00,77.947,13.4761,4625.34,False,179.96,62.04,6.5,4785.36,0,0
a1befc,UAL383,United States,2026-09-12 11:26:27+00:00,2026-09-12 11:26:27+00:00,-114.3209,39.4707,11887.2,False,276.07,71.87,0.0,12481.56,0,0
851914,JAL465,Japan,2026-09-12 11:26:27+00:00,2026-09-12 11:26:27+00:00,137.7731,34.8936,7909.56,False,227.56,248.66,0.0,8549.64,0,0
aaf665,WAL260,United States,2026-09-12 11:22:00+00:00,2026-09-12 11:22:00+00:00,-80.4172,23.3299,4953.0,False,198.53,165.14,-9.43,5250.18,0,0
8a02e9,LNI581,Indonesia,2026-09-12 11:25:42+00:00,2026-09-12 11:25:42+00:00,106.6293,-6.12,144.78,False,70.6,67.73,-3.9,198.12,0,0
ad5628,DAL1626,United States,2026-09-12 11:26:21+00:00,2026-09-12 11:26:27+00:00,-90.3669,38.745,,True,1.29,275.62,,,0,0
a0e250,AAL2505,United States,2026-09-12 11:26:27+00:00,2026-09-12 11:26:28+00:00,-78.0489,38.1052,9753.6,False,228.82,221.72,0.0,10317.48,0,0
407a05,EZY23WU,United Kingdom,2026-09-12 11:26:28+00:00,2026-09-12 11:26:28+00:00,-3.784,48.9861,11574.78,False,224.85,1.05,0.0,12176.76,0,0
39de48,TVF77CG,France,2026-09-12 11:26:28+00:00,2026-09-12 11:26:28+00:00,3.356,50.48,11346.18,False,228.01,33.4,5.85,11887.2,0,0
39de47,TVF89FS,France,2026-09-12 11:26:17+00:00,2026-09-12 11:26:17+00:00,-10.7281,34.9452,10972.8,False,221.81,29.3,0.0,11689.08,0,0
39de49,TVF60HA,France,2026-09-12 11:26:28+00:00,2026-09-12 11:26:28+00:00,13.5412,42.6607,11887.2,False,246.32,127.28,0.0,12359.64,0,0
8a02ca,AWQ131,Indonesia,2026-09-12 11:26:27+00:00,2026-09-12 11:26:27+00:00,101.2852,2.8407,4838.7,False,163.55,299.39,4.23,5143.5,0,0
39de40,TVF18UU,France,2026-09-12 11:26:28+00:00,2026-09-12 11:26:28+00:00,3.6057,47.9891,5844.54,False,204.95,308.68,-12.68,6202.68,0,0
39de42,TVF35DL,France,2026-09-12 11:26:27+00:00,2026-09-12 11:26:27+00:00,6.1036,49.7129,10873.74,False,229.53,258.36,-4.88,11399.52,0,0
48d20a,SP4209,Poland,2026-09-12 11:26:26+00:00,2026-09-12 11:26:27+00:00,18.3313,53.6283,1463.04,False,29.49,276.01,,1447.8,0,0
39de41,TVF36AV,France,2026-09-12 11:26:27+00:00,2026-09-12 11:26:28+00:00,5.1991,47.1397,10614.66,False,217.97,309.06,-5.2,11170.92,0,0
39de44,TVF76BC,France,2026-09-12 11:26:27+00:00,2026-09-12 11:26:27+00:00,-7.5276,38.3429,9349.74,False,227.0,15.11,5.53,10005.06,0,0
39de43,TVF48BB,France,2026-09-12 11:26:27+00:00,2026-09-12 11:26:27+00:00,2.3767,48.7269,,True,6.17,75.94,,,0,0
8a02d5,GIA237,Indonesia,2026-09-12 11:25:33+00:00,2026-09-12 11:25:33+00:00,108.7235,-5.8862,7315.2,False,202.3,263.87,0.0,7787.64,0,0
80166d,AXB374,India,2026-09-12 11:26:28+00:00,2026-09-12 11:26:28+00:00,54.572,24.5457,10668.0,False,229.39,115.93,0.0,11407.14,0,0
44028c,EJU96XP,Austria,2026-09-12 11:26:27+00:00,2026-09-12 11:26:27+00:00,13.3424,43.8175,10355.58,False,225.93,280.36,0.0,10744.2,0,0
511188,MBU9AG,Estonia,2026-09-12 11:26:28+00:00,2026-09-12 11:26:28+00:00,7.4393,47.295,10660.38,False,252.38,229.13,0.0,11148.06,0,0
8a02d4,GIA315,Indonesia,2026-09-12 11:26:26+00:00,2026-09-12 11:26:26+00:00,106.5476,-6.0581,1661.16,False,126.29,248.24,-7.15,1760.22,0,0
511189,CFG5TV,Estonia,2026-09-12 11:26:27+00:00,2026-09-12 11:26:27+00:00,6.0546,51.1994,5173.98,False,199.77,228.76,9.75,5471.16,0,0
abacd2,UAL1998,United States,2026-09-12 11:26:27+00:00,2026-09-12 11:26:27+00:00,-74.5201,40.4251,1432.56,False,139.43,64.19,-3.58,1493.52,0,0
4acb01,NSZ56J,Sweden,2026-09-12 11:26:27+00:00,2026-09-12 11:26:27+00:00,17.3689,57.241,10866.12,False,202.98,9.63,-4.88,11125.2,0,0
4acb03,NSZ4608,Sweden,2026-09-12 11:26:27+00:00,2026-09-12 11:26:28+00:00,19.4112,52.5208,11582.4,False,232.62,337.92,0.0,12390.12,0,0
4acb02,NSZ6PQ,Sweden,2026-09-12 11:26:28+00:00,2026-09-12 11:26:28+00:00,5.5525,44.4856,11887.2,False,264.12,196.99,0.0,12428.22,0,0
801687,VTXIC,India,2026-09-12 11:26:27+00:00,2026-09-12 11:26:27+00:00,70.6037,22.5898,2590.8,False,66.88,300.51,0.0,2636.52,0,0
e80252,LAP1320,Chile,2026-09-12 11:26:27+00:00,2026-09-12 11:26:27+00:00,-58.9426,-24.3863,10896.6,False,180.94,309.35,3.9,11430.0,0,0
4bc8c6,PGT5AA,Turkey,2026-09-12 11:26:26+00:00,2026-09-12 11:26:26+00:00,20.9623,43.7732,10363.2,False,216.66,286.41,0.0,10805.16,0,0
4bc8c5,PGT44AN,Turkey,2026-09-12 11:26:27+00:00,2026-09-12 11:26:27+00:00,16.6781,56.1523,10363.2,False,202.92,333.18,0.0,10637.52,0,0
e80259,LPE2291,Chile,2026-09-12 11:26:27+00:00,2026-09-12 11:26:27+00:00,-78.0099,-9.5931,10972.8,False,231.57,355.92,-0.33,11719.56,0,0
4bc8c2,PGT158K,Turkey,2026-09-12 11:26:27+00:00,2026-09-12 11:26:27+00:00,5.27,48.509,10378.44,False,247.54,110.05,4.23,10919.46,0,0
801680,AXB54E,India,2026-09-12 11:26:27+00:00,2026-09-12 11:26:27+00:00,81.8194,25.7667,10058.4,False,232.63,126.82,0.0,10744.2,0,0
80167d,AXB831,India,2026-09-12 11:26:26+00:00,2026-09-12 11:26:26+00:00,56.3865,24.6468,6377.94,False,200.55,313.03,-6.18,6850.38,0,0
4bc8d0,PGT861J,Turkey,2026-09-12 11:26:27+00:00,2026-09-12 11:26:28+00:00,28.0086,41.1833,7559.04,False,224.18,313.33,7.48,7978.14,0,0
80167f,AIC4DB,India,2026-09-12 11:26:28+00:00,2026-09-12 11:26:28+00:00,75.5458,25.8239,11574.78,False,235.89,205.17,0.0,12374.88,0,0
c02298,SPR812,Canada,2026-09-12 11:26:28+00:00,2026-09-12 11:26:28+00:00,-63.2496,44.9016,3017.52,False,99.61,59.59,7.15,3070.86,0,0
e80260,LPE2385,Chile,2026-09-12 11:26:28+00:00,2026-09-12 11:26:28+00:00,-76.3103,-13.4321,11590.02,False,216.39,323.7,0.0,12329.16,0,0
3eef40,PA,Germany,2026-09-12 11:26:19+00:00,2026-09-12 11:26:27+00:00,15.9834,46.4156,784.86,False,28.07,333.9,,,0,0
511171,CFG4PK,Estonia,2026-09-12 11:26:28+00:00,2026-09-12 11:26:28+00:00,9.1274,50.7638,8534.4,False,211.89,304.11,0.0,8945.88,0,0
511172,MBU6239,Estonia,2026-09-12 11:21:33+00:00,2026-09-12 11:23:11+00:00,26.1041,32.848,1242.06,False,226.45,325.55,0.0,,0,0
801698,AXB1002,India,2026-09-12 11:26:28+00:00,2026-09-12 11:26:28+00:00,85.7403,26.3202,10965.18,False,244.12,275.93,0.33,11711.94,0,0
801699,AXB1038,India,2026-09-12 11:26:13+00:00,2026-09-12 11:26:13+00:00,77.1154,28.5699,289.56,False,81.82,271.44,-3.25,220.98,0,0
4bc8d5,PGT8EA,Turkey,2026-09-12 11:26:28+00:00,2026-09-12 11:26:28+00:00,13.522,54.6228,8168.64,False,239.53,152.5,5.85,8465.82,0,0
841a6c,ADO121,Japan,2026-09-12 11:26:27+00:00,2026-09-12 11:26:27+00:00,141.5312,42.1991,3154.68,False,167.5,25.86,-2.93,3337.56,0,0
4bc8d6,PGT96LK,Turkey,2026-09-12 11:26:27+00:00,2026-09-12 11:26:27+00:00,13.3358,48.9535,10363.2,False,211.66,307.59,0.0,10713.72,0,0
4bc8d3,PGT1042,Turkey,2026-09-12 11:26:27+00:00,2026-09-12 11:26:27+00:00,27.9631,41.3806,10553.7,False,240.9,84.36,-5.2,11079.48,0,0
a4d838,DAL225,United States,2026-09-12 11:26:28+00:00,2026-09-12 11:26:28+00:00,-10.1959,50.7021,11277.6,False,222.5,309.65,-0.33,11795.76,0,0
e80269,ARE4111,Chile,2026-09-12 11:26:27+00:00,2026-09-12 11:26:27+00:00,-74.9086,6.6304,11277.6,False,227.03,172.97,0.0,12031.98,0,0
4bc8d2,PGT893P,Turkey,2026-09-12 11:26:26+00:00,2026-09-12 11:26:27+00:00,23.9964,42.673,10652.76,False,236.34,111.99,0.33,11148.06,0,0
80164b,IGO573V,India,2026-09-12 11:26:28+00:00,2026-09-12 11:26:28+00:00,77.2282,30.3501,9022.08,False,225.7,153.32,-4.88,9616.44,0,0
3442cc,ANE45RJ,Spain,2026-09-12 11:26:27+00:00,2026-09-12 11:26:27+00:00,2.3501,40.6288,5173.98,False,143.61,157.02,0.33,5494.02,0,0
a35592,JBU351,United States,2026-09-12 11:26:28+00:00,2026-09-12 11:26:28+00:00,-77.8162,38.3104,10972.8,False,220.75,221.98,0.33,11582.4,0,0
ac101f,SWA2562,United States,2026-09-12 11:26:28+00:00,2026-09-12 11:26:28+00:00,-78.699,35.3027,12496.8,False,235.6,27.01,0.0,13190.22,0,0
ad5679,DAL966,United States,2026-09-12 11:26:28+00:00,2026-09-12 11:26:28+00:00,-90.9188,42.0464,9753.6,False,225.73,295.51,0.33,10187.94,0,0
a39bfa,,United States,2026-09-12 11:26:27+00:00,2026-09-12 11:26:27+00:00,-22.5958,63.9897,,True,6.94,135.0,,,0,1
471efb,WZZ11PP,Hungary,2026-09-12 11:26:28+00:00,2026-09-12 11:26:28+00:00,25.9892,37.2082,10668.0,False,257.2,134.27,0.0,11254.74,0,0
801659,AIC105,India,2026-09-12 11:26:27+00:00,2026-09-12 11:26:27+00:00,-70.0912,44.8688,12192.0,False,235.08,237.88,0.0,12611.1,0,0
47887e,BNOK,Norway,2026-09-12 11:26:27+00:00,2026-09-12 11:26:27+00:00,21.438,69.8411,6225.54,False,119.87,89.51,6.5,6271.26,0,0
471efe,WMT6Z,Hungary,2026-09-12 11:26:26+00:00,2026-09-12 11:26:26+00:00,17.8653,41.0996,9281.16,False,247.45,119.66,-4.88,9738.36,0,0
471eff,WZZ4JN,Hungary,2026-09-12 11:26:27+00:00,2026-09-12 11:26:28+00:00,14.4313,48.0715,10972.8,False,218.48,299.95,0.0,11308.08,0,0
471efc,WMT7WE,Hungary,2026-09-12 11:26:28+00:00,2026-09-12 11:26:28+00:00,22.043,46.7024,10363.2,False,216.88,278.46,0.0,10713.72,0,4
3d7f7c,FNK1,Germany,2026-09-12 11:26:28+00:00,2026-09-12 11:26:28+00:00,9.555,54.0181,2651.76,False,109.96,74.53,-23.41,2781.3,0,0
e80276,LPE2370,Chile,2026-09-12 11:26:28+00:00,2026-09-12 11:26:28+00:00,-76.788,-13.2147,9044.94,False,239.81,345.84,-10.08,9662.16,0,0
801661,IGO1114,India,2026-09-12 11:25:49+00:00,2026-09-12 11:25:53+00:00,80.1504,13.0099,175.26,False,66.27,117.76,-3.58,15.24,0,0
801662,IGO5041,India,2026-09-12 11:26:27+00:00,2026-09-12 11:26:27+00:00,88.8134,26.6737,11277.6,False,234.85,104.98,0.0,12070.08,0,0
e80278,LPE2230,Chile,2026-09-12 11:26:28+00:00,2026-09-12 11:26:28+00:00,-75.2796,-6.8627,11574.78,False,226.76,208.6,0.0,12329.16,0,0
e80272,LPE2436,Chile,2026-09-12 11:26:27+00:00,2026-09-12 11:26:27+00:00,-76.9299,-12.5609,5257.8,False,200.82,330.87,-13.0,5608.32,0,0
801665,AIC3KA,India,2026-09-12 11:26:28+00:00,2026-09-12 11:26:28+00:00,76.7181,25.1346,11277.6,False,257.75,179.43,0.33,12039.6,0,0
44029f,AUA801C,Austria,2026-09-12 11:26:28+00:00,2026-09-12 11:26:28+00:00,20.8285,42.6262,11269.98,False,223.93,151.9,-0.33,11757.66,0,0
e8026f,LPE2405,Chile,2026-09-12 11:26:27+00:00,2026-09-12 11:26:27+00:00,-46.5817,-18.972,10363.2,False,215.08,302.4,0.33,11018.52,0,0
8744d4,ANA246,Japan,2026-09-12 11:26:27+00:00,2026-09-12 11:26:28+00:00,136.1149,34.5554,11887.2,False,256.94,65.64,-0.33,12763.5,0,0
80165c,AXB412,India,2026-09-12 11:26:27+00:00,2026-09-12 11:26:28+00:00,55.6164,25.3182,3733.8,False,155.7,150.72,7.8,3954.78,0,0
511195,MBU3WL,Estonia,2026-09-12 11:26:27+00:00,2026-09-12 11:26:27+00:00,10.0705,49.5858,10363.2,False,262.78,209.17,0.65,10797.54,0,0
8a02a5,LNI983,Indonesia,2026-09-12 11:25:13+00:00,2026-09-12 11:26:27+00:00,107.8191,-6.3814,10668.0,False,243.58,103.19,0.33,11414.76,0,0
80165f,VTNSG,India,2026-09-12 11:26:27+00:00,2026-09-12 11:26:27+00:00,77.157,28.5311,556.26,False,82.72,284.04,-4.55,510.54,0,0
511194,MBU1MR,Estonia,2026-09-12 11:24:04+00:00,2026-09-12 11:24:04+00:00,9.1118,40.78,1927.86,False,103.13,131.56,-3.25,2095.5,0,0
a3689e,DAL1050,United States,2026-09-12 11:26:27+00:00,2026-09-12 11:26:27+00:00,-95.9817,31.1857,7239.0,False,211.27,348.91,3.25,7665.72,0,0
a3556f,JBU359,United States,2026-09-12 11:26:27+00:00,2026-09-12 11:26:27+00:00,-82.1697,41.6287,11277.6,False,268.79,84.4,0.0,11818.62,0,0
505f0c,DMDMR,Slovakia,2026-09-12 11:26:27+00:00,2026-09-12 11:26:28+00:00,9.1558,50.942,2286.0,False,65.28,6.79,0.33,2430.78,0,0
51117d,ESCHE,Estonia,2026-09-12 11:26:27+00:00,2026-09-12 11:26:27+00:00,13.5456,53.4031,13106.4,False,186.31,38.61,0.0,13449.3,0,0
a4c527,RPA4533,United States,2026-09-12 11:22:36+00:00,2026-09-12 11:22:36+00:00,-73.871,40.7748,,True,0.64,33.75,,,0,0
801670,AXB1562,India,2026-09-12 11:26:28+00:00,2026-09-12 11:26:28+00:00,82.5708,26.6256,11582.4,False,243.92,275.45,0.0,12367.26,0,0
801671,AIC4SC,India,2026-09-12 11:26:27+00:00,2026-09-12 11:26:27+00:00,79.9482,13.7248,5920.74,False,201.19,337.76,6.83,6179.82,0,0
505f15,ENT7156,Slovakia,2026-09-12 11:26:27+00:00,2026-09-12 11:26:27+00:00,30.029,40.3497,10972.8,False,231.36,335.43,0.0,11521.44,0,0
478899,VAKT101,Norway,2026-09-12 11:26:24+00:00,2026-09-12 11:26:24+00:00,11.0965,60.2147,,True,4.63,2.81,,,0,0
adda1e,AAL2782,United States,2026-09-12 11:26:28+00:00,2026-09-12 11:26:28+00:00,-94.5502,35.1324,10972.8,False,228.48,221.62,0.0,11590.02,0,1
4acb41,SAS7310,Sweden,2026-09-12 11:26:27+00:00,2026-09-12 11:26:27+00:00,18.482,49.1144,11590.02,False,233.29,341.09,0.0,11887.2,0,0
4acb43,SAS7354,Sweden,2026-09-12 11:26:26+00:00,2026-09-12 11:26:27+00:00,21.0871,43.3329,10965.18,False,230.95,346.21,0.0,11422.38,0,0
4acb42,SAS4962,Sweden,2026-09-12 11:26:26+00:00,2026-09-12 11:26:27+00:00,1.371,42.4112,11574.78,False,191.29,354.29,0.0,12192.0,0,0
a9a20d,,United States,,2026-09-12 11:26:00+00:00,,,,False,217.4,342.94,-0.33,,0,0
4acb45,SAS4633,Sweden,2026-09-12 11:26:27+00:00,2026-09-12 11:26:27+00:00,14.8572,55.0471,11277.6,False,263.45,160.26,0.0,11597.64,0,0
3ffc9c,DMNVL,Germany,2026-09-12 11:26:26+00:00,2026-09-12 11:26:26+00:00,6.3122,50.4713,822.96,False,69.26,201.8,-0.33,975.36,0,0
e80211,LPE2468,Chile,2026-09-12 11:26:21+00:00,2026-09-12 11:26:21+00:00,-78.4512,31.6781,10668.0,False,232.61,358.48,0.0,11308.08,0,0
a7bbe9,JBU1059,United States,2026-09-12 11:26:27+00:00,2026-09-12 11:26:27+00:00,-77.7918,33.7588,10972.8,False,232.08,204.35,0.0,11650.98,0,0
e80212,LPE2469,Chile,2026-09-12 11:21:34+00:00,2026-09-12 11:21:34+00:00,-77.1203,-12.0293,,True,2.57,33.75,,,0,0
adda25,AVA9459,United States,2026-09-12 11:26:28+00:00,2026-09-12 11:26:28+00:00,-73.1973,6.1355,8542.02,False,205.73,222.47,0.0,9136.38,0,0
accd69,DAL1221,United States,2026-09-12 11:26:27+00:00,2026-09-12 11:26:28+00:00,-82.7359,38.5489,11277.6,False,224.35,184.08,0.0,11879.58,0,0
8a040b,GIA147,Indonesia,2026-09-12 11:26:28+00:00,2026-09-12 11:26:28+00:00,106.5007,-6.1996,891.54,False,85.5,68.84,-4.55,944.88,0,0
3455d7,VOE65YT,Spain,2026-09-12 11:26:28+00:00,2026-09-12 11:26:28+00:00,15.0889,37.4498,3429.0,False,168.39,289.27,9.75,3657.6,0,1
440248,EJU6864,Austria,2026-09-12 11:26:28+00:00,2026-09-12 11:26:28+00:00,-10.7928,39.4865,11582.4,False,232.95,36.29,0.0,12336.78,0,0
3455d5,IBE0222,Spain,2026-09-12 11:26:27+00:00,2026-09-12 11:26:27+00:00,-6.2046,41.7424,10363.2,False,262.83,131.27,0.0,11064.24,0,6
4acb58,SAS2494,Sweden,2026-09-12 11:26:27+00:00,2026-09-12 11:26:28+00:00,11.9949,58.7203,10972.8,False,222.34,355.75,0.0,11308.08,0,0
e8020e,LPE2399,Chile,2026-09-12 11:26:26+00:00,2026-09-12 11:26:27+00:00,-59.8428,-32.032,10363.2,False,189.98,313.24,0.0,10523.22,0,1
470bc8,FCA1MA,Hungary,2026-09-12 11:23:11+00:00,2026-09-12 11:23:22+00:00,8.8688,44.4067,7.62,False,64.03,285.38,-3.58,114.3,0,0
4acb59,SAS11M,Sweden,2026-09-12 11:26:27+00:00,2026-09-12 11:26:27+00:00,1.1524,44.811,10988.04,False,204.73,351.91,0.0,11605.26,0,0
a0f4a2,DAL357,United States,2026-09-12 11:26:28+00:00,2026-09-12 11:26:28+00:00,-112.7462,40.7223,5166.36,False,191.39,90.77,-0.65,5417.82,0,0
0800ae,ATC402,United Republic of Tanzania,2026-09-12 11:26:28+00:00,2026-09-12 11:26:28+00:00,96.7063,23.0565,11269.98,False,248.22,80.58,0.0,12024.36,0,0
44023f,EJU71GQ,Austria,2026-09-12 11:26:27+00:00,2026-09-12 11:26:27+00:00,3.6402,48.5353,7185.66,False,230.01,102.79,7.15,7620.0,0,0
e8021a,LAE1833,Chile,2026-09-12 11:23:35+00:00,2026-09-12 11:23:35+00:00,-79.3366,23.9639,10668.0,False,234.63,157.71,0.0,11323.32,0,0
4bc8e1,PGT1185,Turkey,2026-09-12 11:26:28+00:00,2026-09-12 11:26:28+00:00,9.596,49.804,10363.2,False,219.47,292.9,0.0,10805.16,0,0
3c5ee7,EWG9UR,Germany,2026-09-12 11:26:27+00:00,2026-09-12 11:26:27+00:00,13.7045,46.8707,11300.46,False,246.84,137.36,-0.33,11643.36,0,0
3c5ee6,EWG52VU,Germany,2026-09-12 11:26:27+00:00,2026-09-12 11:26:27+00:00,0.2397,38.7688,5905.5,False,192.93,254.85,-4.88,6301.74,0,0
e8021b,LPE2946,Chile,2026-09-12 11:26:27+00:00,2026-09-12 11:26:27+00:00,-59.7872,-32.7247,9753.6,False,190.2,326.7,-0.33,9867.9,0,0
505dbe,OMMAR,Slovakia,2026-09-12 11:26:27+00:00,2026-09-12 11:26:27+00:00,17.6917,48.3174,403.86,False,47.89,92.46,-1.3,533.4,0,0
46b83a,AEE2WD,Greece,2026-09-12 11:26:28+00:00,2026-09-12 11:26:28+00:00,20.569,45.2433,11277.6,False,222.62,160.14,0.0,11666.22,0,0
0d11e8,AMX689,Mexico,2026-09-12 11:26:27+00:00,2026-09-12 11:26:28+00:00,-94.1601,32.3723,10972.8,False,240.7,207.77,0.0,11620.5,0,0
4bc8cd,PGT2323,Turkey,2026-09-12 11:26:26+00:00,2026-09-12 11:26:27+00:00,30.1733,40.8409,3025.14,False,146.01,37.56,-1.3,3238.5,0,0
80168a,AXB43K,India,2026-09-12 11:21:36+00:00,2026-09-12 11:21:36+00:00,81.8238,16.9724,10972.8,False,238.01,235.66,0.0,11650.98,0,0
4bc8cb,PGT949,Turkey,2026-09-12 11:26:27+00:00,2026-09-12 11:26:27+00:00,25.7717,43.1758,10347.96,False,232.86,303.83,0.0,10835.64,0,0
4acb23,NSZ3562,Sweden,2026-09-12 11:24:02+00:00,2026-09-12 11:24:02+00:00,12.6408,55.6176,,True,1.54,177.19,,,0,0
4bc8ca,PGT7QZ,Turkey,2026-09-12 11:26:27+00:00,2026-09-12 11:26:27+00:00,24.7334,44.1208,10363.2,False,229.65,306.9,0.0,10820.4,0,0
e48be3,TAM3398,Brazil,2026-09-12 11:26:27+00:00,2026-09-12 11:26:27+00:00,-46.2697,-23.3459,2590.8,False,143.28,59.11,17.56,2697.48,0,0
3ffc86,DMBIY,Germany,2026-09-12 11:26:23+00:00,2026-09-12 11:26:28+00:00,8.8174,47.7605,1158.24,False,31.98,258.87,,624.84,0,0
3c5ee2,EWG3DK,Germany,2026-09-12 11:26:27+00:00,2026-09-12 11:26:27+00:00,9.9393,52.8049,6096.0,False,201.08,11.51,-12.35,6393.18,0,0
3c5ef8,EWG54D,Germany,2026-09-12 11:26:27+00:00,2026-09-12 11:26:27+00:00,8.3619,50.242,7056.12,False,199.73,332.38,-5.2,7429.5,0,0
80169d,IGO612V,India,2026-09-12 11:26:27+00:00,2026-09-12 11:26:27+00:00,77.8062,13.1888,1356.36,False,78.2,270.75,-3.9,1295.4,0,0
a127bb,UAL2110,United States,2026-09-12 11:26:27+00:00,2026-09-12 11:26:27+00:00,-80.5072,38.5984,10972.8,False,212.86,256.3,0.0,11582.4,0,0
46b82a,AEE2EG,Greece,2026-09-12 11:26:28+00:00,2026-09-12 11:26:28+00:00,21.1285,40.0021,9745.98,False,240.6,353.86,0.33,10256.52,0,0
3ffc8e,DMRPZ,Germany,2026-09-12 11:24:15+00:00,2026-09-12 11:26:25+00:00,7.405,46.5,,True,,98.44,,,0,0
