plane_id,flight_id,origin_country,time_position,last_contact,longitude,latitude,flight_altitude_m,on_ground,velocity,true_track,vertical_rate,inside_saudi_boundary,registration,manufacturername,model,typecode,openap_typecode,aircraft_metadata_matched,weather_time,weather_location_id,weather_latitude,weather_longitude,weather_distance_km,pressure_level_hpa,flight_temperature_c,flight_wind_speed_kmh,flight_wind_direction_deg,headwind_component_ms,crosswind_component_ms,derived_airspeed_ms,fuel_flow_ready,estimated_mass_kg,fuel_flow_kg_s,co2_g_s,nox_g_s,co_g_s,hc_g_s,sox_g_s,soot_g_s
0102a9,NMA446,Egypt,2026-09-18 15:20:35+00:00,2026-09-18 15:20:35+00:00,37.0381,31.8779,10332.72,False,255.17,36.64,0.0,False,,,,,,False,2026-09-18 15:00:00+00:00,100,31.875,37.0,3.612033965120497,250,-44.5,69.4,260.0,-14.015988749478554,-13.235738567374066,241.5169598964853,False,,,,,,,,
8966d3,ETD79H,United Arab Emirates,2026-09-18 15:20:35+00:00,2026-09-18 15:20:35+00:00,52.7068,25.2613,9296.4,False,241.89,115.04,-10.73,False,,,,,,False,2026-09-18 15:00:00+00:00,101,25.342705,52.694805,9.131786551024527,300,-29.5,2.7,207.0,-0.025651336377414395,0.7495612109374743,241.86551014249085,False,,,,,,,,
8966ab,ETD74P,United Arab Emirates,2026-09-18 15:20:28+00:00,2026-09-18 15:20:28+00:00,54.6391,24.3365,1965.96,False,130.58,127.64,-5.2,False,,,,,,False,2026-09-18 15:00:00+00:00,102,24.288223,54.632587,5.408576090525525,850,29.3,23.4,253.0,-3.761627770336815,5.300958075426637,126.9291128602845,False,,,,,,,,
8966ac,ETD9GL,United Arab Emirates,2026-09-18 15:20:35+00:00,2026-09-18 15:20:35+00:00,55.072,24.3957,2575.56,False,135.51,288.37,-6.83,False,,,,,,False,2026-09-18 15:00:00+00:00,103,24.428822,55.133408,7.226704197997382,700,14.5,16.4,191.0,-0.5843699985259683,-4.5179196677869164,135.00124899207134,False,,,,,,,,
8966a3,ABY182,United Arab Emirates,2026-09-18 15:20:07+00:00,2026-09-18 15:20:35+00:00,49.542,27.0137,12039.6,False,247.32,85.11,0.0,True,,,,,,False,2026-09-18 15:00:00+00:00,104,27.029877,49.5,4.532579970964274,200,-52.5,38.6,216.0,-7.018861906041497,8.10565400980301,240.43780608751683,False,,,,,,,,
01026a,SVI1702,Egypt,2026-09-18 15:20:08+00:00,2026-09-18 15:20:08+00:00,55.5638,25.3044,251.46,False,62.66,302.25,-3.25,False,,,,,,False,2026-09-18 15:00:00+00:00,105,25.342705,55.616882,6.826921671217928,850,29.9,21.0,270.0,4.933412293273177,-3.112751342841067,67.665047154131,False,,,,,,,,
717c98,KNE320,Saudi Arabia,2026-09-18 15:20:01+00:00,2026-09-18 15:20:01+00:00,54.3766,22.2497,11094.72,False,244.53,278.59,0.0,True,,,,,,False,2026-09-18 15:00:00+00:00,106,22.17926,54.427246,9.409065777004225,250,-39.5,18.3,58.0,-3.860206459596769,3.3074285883545773,240.69251880074583,False,,,,,,,,
4d24b6,SQY517,Malta,2026-09-18 15:20:35+00:00,2026-09-18 15:20:35+00:00,34.9498,32.1053,2164.08,False,148.81,119.4,-0.98,False,,,,,,False,2026-09-18 15:00:00+00:00,1,32.125,35.0,5.210653847467999,850,15.8,35.8,277.0,-9.194096667589111,3.7895331870388382,139.66732268179547,False,,,,,,,,
0101b7,MSR930,Egypt,2026-09-18 15:20:35+00:00,2026-09-18 15:20:35+00:00,49.5606,26.598,11384.28,False,238.32,113.13,0.0,True,SU-GEG,Boeing,737NG 800/W,B738,B738,True,2026-09-18 15:00:00+00:00,108,26.608084,49.56954,1.4308480852297802,250,-41.0,39.6,215.0,-2.262609921522561,10.764785011463427,236.30271265265975,True,67150.0,0.7332353076443486,2317.0235721561417,9.536444439453092,1.6496214008159567,0.1453976998759274,0.8798823691732184,0.021997059229330457
717cb3,KNE396,Saudi Arabia,2026-09-18 15:20:06+00:00,2026-09-18 15:20:07+00:00,38.1711,32.6604,11902.44,False,230.76,153.38,0.0,False,,,,,,False,2026-09-18 15:00:00+00:00,109,32.6875,38.1875,3.3818298502489594,200,-52.0,108.1,240.0,1.770375276022841,29.975543525575176,234.4544916090576,False,,,,,,,,
4d23b7,VJT712,Malta,2026-09-18 15:20:35+00:00,2026-09-18 15:20:35+00:00,50.8048,22.8383,13860.78,False,255.69,269.42,-0.33,True,9H-VIK,,,GL7T,,True,2026-09-18 15:00:00+00:00,110,22.811949,50.8125,3.0345075838339377,200,-52.5,36.1,159.0,-3.4986836365593366,-9.39763480732071,252.3663519352308,False,,,,,,,,
717cc8,KNE224,Saudi Arabia,2026-09-18 15:20:35+00:00,2026-09-18 15:20:35+00:00,51.5393,24.9148,5638.8,False,198.64,172.71,12.35,False,HZ-NS54,,,A20N,A20N,True,2026-09-18 15:00:00+00:00,111,24.920912,51.483868,5.631152257405127,500,-5.1,33.5,105.0,3.529547662618177,-8.610206588394812,202.35281480523682,True,67150.0,0.9635055744875687,3044.677615380717,13.535863362511545,1.1210181959376555,0.0492568371804336,1.1562066893850824,0.02890516723462706
4d2426,WZZ3VY,Malta,2026-09-18 15:20:07+00:00,2026-09-18 15:20:07+00:00,34.8931,31.9956,,True,5.14,196.88,,False,9H-WBR,,,A21N,A21N,True,2026-09-18 15:00:00+00:00,5,32.0,34.875,1.7755838013727923,,,,,,,,False,,,,,,,,
800b30,AXB174,India,2026-09-18 15:20:28+00:00,2026-09-18 15:20:35+00:00,50.0398,26.7591,3749.04,False,146.15,106.78,3.9,True,VT-EXA,Airbus,A320 214SL,A320,A320,True,2026-09-18 15:00:00+00:00,112,26.74868,49.977875,6.256831896294801,700,15.2,41.2,6.0,-2.1405508094391275,-11.24247974755502,144.44761959631913,True,66300.0,1.0727481075491236,3389.8840198552307,17.551149822712325,1.9022599671581795,0.1506004409430831,1.2872977290589482,0.032182443226473706
3c4587,BOX728,Germany,2026-09-18 15:19:45+00:00,2026-09-18 15:20:18+00:00,52.6471,22.8052,12016.74,False,251.28,96.82,0.0,True,D-AALG,Boeing,777 FZN,B77L,B77L,True,2026-09-18 15:00:00+00:00,113,22.811949,52.59375,5.519632179227576,200,-52.0,27.0,148.0,4.701568600901444,5.843393935977415,256.04825466319636,True,298775.0,3.2454756421503084,10255.703029194974,82.59250949010945,3.035007061740341,0.19673610682401177,3.89457077058037,0.09736426926450925
a6630d,00000000,United States,2026-09-18 15:20:35+00:00,2026-09-18 15:20:35+00:00,53.6643,25.1575,6042.66,False,211.84,313.03,5.53,False,N510SP,Gulfstream Aerospace,G-IV,GLF4,,True,2026-09-18 15:00:00+00:00,114,25.202108,53.747303,9.7142997926563,500,-4.2,25.2,93.0,-5.359954427248685,4.502320350421238,206.52912653730772,False,,,,,,,,
4d20ef,CHG266,Malta,2026-09-18 15:20:34+00:00,2026-09-18 15:20:35+00:00,54.8918,24.7847,3611.88,False,175.29,209.35,5.53,False,9H-VMK,Cessna,Cessna Citation XLS,C56X,C56X,True,2026-09-18 15:00:00+00:00,115,24.780315,54.94635,5.528610314011343,700,14.3,19.0,199.0,5.191901097233662,-0.9482095064640712,180.48439191503454,True,5821.65,0.30522083876973227,964.497850512354,2.8243631695073743,0.7764001210962325,0.033274290904124246,0.3662650065236787,0.009156625163091969
4d2230,AXY277R,Malta,2026-09-18 15:20:33+00:00,2026-09-18 15:20:34+00:00,51.03,23.059,12664.44,False,229.53,99.55,0.33,True,9H-FAB,,,E190,E190,True,2026-09-18 15:00:00+00:00,116,23.093145,51.025105,3.8296297692413774,200,-53.0,32.8,156.0,5.035387463641242,7.593235066163628,234.68825751353253,True,42755.0,0.5443121762090564,1720.0264768206182,5.628491217586606,1.3218274870271598,0.08648606731686657,0.6531746114508676,0.01632936528627169
4d20dd,AXY940G,Malta,2026-09-18 15:20:34+00:00,2026-09-18 15:20:35+00:00,55.5728,24.8246,1935.48,False,139.4,261.51,-6.83,False,9H-IRA,Bombardier,Bombardier Global Express XRS,GLEX,,True,2026-09-18 15:00:00+00:00,117,24.780315,55.622314,7.016193830159409,850,29.8,19.4,279.0,5.1397574261460415,1.6195731095466908,144.5488308284308,False,,,,,,,,
710118,SVA550,Saudi Arabia,2026-09-18 15:20:34+00:00,2026-09-18 15:20:35+00:00,55.5276,25.1622,647.7,False,91.23,301.63,-0.33,False,HZ-AS56,Airbus,A320 214SL,A320,A320,True,2026-09-18 15:00:00+00:00,13,25.202108,55.49676,5.415042425421754,850,29.9,20.1,267.0,4.5941840449542095,-3.172866853840434,95.87669858705739,True,66300.0,0.7350671875578904,2322.8123126829337,8.30017536236184,1.6552652228277442,0.09699871421545797,0.8820806250694684,0.02205201562673671
451e8e,AIZ292,Bulgaria,2026-09-18 15:20:35+00:00,2026-09-18 15:20:35+00:00,34.4713,32.3199,2644.14,False,156.06,118.34,-2.6,False,LZ-FBD,Airbus,A320 214,A320,A320,True,2026-09-18 15:00:00+00:00,118,32.3125,34.5,2.8197274570985265,700,7.0,38.6,266.0,-9.059083096546036,5.7357704654727915,147.11277522121853,True,66300.0,0.5231747664158524,1653.2322618740934,4.880531717771055,3.9792513434079178,0.40442938496615477,0.6278097196990228,0.015695242992475572
711568,KNE720,Saudi Arabia,2026-09-18 15:20:31+00:00,2026-09-18 15:20:32+00:00,48.7317,26.4771,8641.08,False,242.28,77.62,-1.63,True,,,,,,False,2026-09-18 15:00:00+00:00,119,26.537785,48.721058,6.830448271252149,300,-30.0,28.1,200.0,-4.180125061082103,6.591908070094542,238.1911075122934,False,,,,,,,,
4d203d,CHZ4996,Malta,2026-09-18 15:19:53+00:00,2026-09-18 15:19:57+00:00,49.7868,22.9481,9730.74,False,254.97,272.89,0.0,True,9H-AFR,Bombardier,Bombardier Global 5000,GL5T,GL5T,True,2026-09-18 15:00:00+00:00,120,22.882248,49.83316,8.727132326389782,300,-29.0,30.1,157.0,-3.6508355155219228,-7.521939846272998,251.43170447703508,True,38420.0,0.4676372641696743,1477.7337547761708,3.8935661618739386,3.2233555463431482,0.0,0.5611647170036091,0.014029117925090229
